Player,FG%,3P,eFG%,FT%,TRB,AST,STL,BLK,TOV,PS/G
Rodney Hood\hoodro01,.424,2.6,.516,.876,2.8,1.7,0.8,0.2,1.6,16.8
Rodney Hood\hoodro01,.442,1.3,.508,.826,2.6,1.4,0.7,0.3,0.4,11.2
Scotty Hopson\hopsosc01,.000,0.0,.000,.500,0.0,1.0,0.0,0.0,1.0,1.0
Al Horford\horfoal01,.494,1.4,.559,.757,7.3,4.8,0.6,1.1,1.9,12.8
Danuel House\houseda01,.422,0.6,.489,.875,2.9,0.8,0.3,0.2,0.5,5.5
Dwight Howard\howardw01,.557,0.0,.557,.572,12.4,1.3,0.6,1.6,2.6,16.8
Josh Huestis\huestjo01,.328,0.5,.417,.300,2.4,0.3,0.2,0.6,0.4,2.3
R.J. Hunter\hunterj01,.000,0.0,.000,,0.3,0.5,0.3,0.0,0.0,0.0
Vince Hunter\huntevi01,.600,0.0,.600,,0.8,0.0,0.0,0.3,0.3,1.5
Serge Ibaka\ibakase01,.478,1.4,.545,.803,6.3,0.8,0.4,1.3,1.2,12.6
Andre Iguodala\iguodan01,.465,0.5,.518,.632,3.9,3.3,0.9,0.6,1.1,6.0
Ersan Ilyasova\ilyaser01,.457,1.3,.532,.778,5.6,1.2,0.9,0.4,1.0,10.6
Ersan Ilyasova\ilyaser01,.459,1.3,.535,.800,5.5,1.1,1.0,0.4,0.9,10.9
Ersan Ilyasova\ilyaser01,.451,1.2,.523,.704,6.1,1.6,0.8,0.3,1.3,9.9
Joe Ingles\inglejo01,.463,2.5,.607,.810,4.2,4.7,1.1,0.2,1.9,11.5
Brandon Ingram\ingrabr01,.470,0.7,.497,.681,5.3,3.9,0.8,0.7,2.5,16.1
Kyrie Irving\irvinky01,.491,2.8,.568,.889,3.8,5.1,1.1,0.3,2.3,24.4
Jonathan Isaac\isaacjo01,.379,0.6,.434,.760,3.7,0.7,1.2,1.1,1.0,5.4
Wesley Iwundu\iwundwe01,.425,0.1,.444,.737,2.1,0.9,0.5,0.2,0.5,3.4
Jarrett Jack\jackja01,.425,0.4,.453,.829,3.1,5.7,0.6,0.1,1.9,7.6
Demetrius Jackson\jacksde01,.389,0.1,.417,.500,0.8,0.6,0.3,0.1,0.7,1.1
Demetrius Jackson\jacksde01,.286,0.0,.286,,0.9,0.4,0.3,0.1,0.8,0.7
Demetrius Jackson\jacksde01,.750,0.3,.875,.500,0.3,1.3,0.3,0.0,0.3,2.7
Josh Jackson\jacksjo02,.421,0.8,.452,.628,4.5,1.6,1.0,0.4,1.9,13.0
Justin Jackson\jacksju01,.451,0.8,.519,.722,2.8,1.1,0.4,0.2,0.6,6.8
Reggie Jackson\jacksre01,.435,1.2,.481,.817,2.8,5.1,0.6,0.1,2.4,14.7
LeBron James\jamesle01,.542,1.8,.589,.732,8.7,9.1,1.4,0.9,4.2,27.4
Mike James\jamesmi02,.383,0.7,.424,.762,2.5,3.5,0.8,0.2,1.4,9.3
Mike James\jamesmi02,.388,0.8,.429,.762,2.8,3.8,0.8,0.2,1.5,10.4
Mike James\jamesmi02,.222,0.0,.222,,0.3,1.5,0.3,0.0,0.3,1.0
Al Jefferson\jeffeal01,.531,0.0,.531,.813,3.9,0.9,0.5,0.7,0.6,6.9
Richard Jefferson\jefferi01,.444,0.1,.481,.571,0.9,0.8,0.1,0.1,0.3,1.5
Brandon Jennings\jennibr01,.380,0.7,.460,1.000,1.9,3.0,0.5,0.4,1.1,5.0
Jonas Jerebko\jerebjo01,.457,0.8,.548,.800,3.4,0.6,0.3,0.2,0.3,5.7
Amir Johnson\johnsam01,.529,0.1,.546,.605,4.3,1.5,0.6,0.6,0.8,4.3
Brice Johnson\johnsbr02,.476,0.0,.476,.600,1.7,0.1,0.5,0.3,0.3,2.4
Brice Johnson\johnsbr02,.636,0.0,.636,1.000,1.4,0.1,0.7,0.2,0.4,1.8
Brice Johnson\johnsbr02,.419,0.0,.419,.333,2.0,0.1,0.3,0.4,0.1,3.0
Dakari Johnson\johnsda04,.564,0.0,.564,.550,1.2,0.3,0.2,0.3,0.1,1.9
James Johnson\johnsja01,.503,0.8,.551,.693,4.9,3.9,1.0,0.7,1.9,10.8
Joe Johnson\johnsjo02,.410,0.7,.466,.881,3.2,1.5,0.4,0.1,0.9,6.9
Joe Johnson\johnsjo02,.420,0.7,.471,.833,3.3,1.4,0.4,0.2,1.0,7.3
Joe Johnson\johnsjo02,.389,0.8,.456,.944,2.8,1.7,0.3,0.1,0.8,6.3
Stanley Johnson\johnsst04,.374,0.9,.432,.789,3.6,1.5,1.4,0.2,1.1,8.5
Tyler Johnson\johnsty01,.436,1.7,.522,.819,3.4,2.3,0.8,0.5,1.1,11.8
Wesley Johnson\johnswe01,.405,0.8,.489,.745,3.0,0.8,1.0,0.9,0.8,5.5
Nikola Jokic\jokicni01,.502,1.5,.557,.848,10.5,6.0,1.2,0.8,2.8,18.3
Damian Jones\jonesda03,.800,0.0,.800,.500,0.9,0.0,0.0,0.2,0.3,1.6
Derrick Jones\jonesde02,.383,0.1,.404,.650,1.9,0.4,0.2,0.7,0.3,2.8
Derrick Jones\jonesde02,.500,0.0,.500,.833,0.7,0.5,0.2,0.7,0.2,1.5
Derrick Jones\jonesde02,.372,0.2,.395,.571,2.5,0.4,0.3,0.8,0.4,3.5
Jalen Jones\jonesja04,.389,0.4,.458,.750,1.8,0.2,0.2,0.0,0.2,3.0
Jalen Jones\jonesja04,.250,0.3,.375,1.000,0.8,0.0,0.0,0.0,0.0,1.3
Jalen Jones\jonesja04,.406,0.4,.469,.667,2.3,0.2,0.2,0.0,0.3,3.8
Tyus Jones\jonesty01,.462,0.5,.526,.896,1.7,2.8,1.2,0.1,0.7,5.1
DeAndre Jordan\jordade01,.644,0.0,.644,.597,15.4,1.5,0.5,0.9,1.8,12.2
Cory Joseph\josepco01,.425,0.8,.481,.750,3.3,3.1,1.0,0.2,1.0,7.9
Frank Kaminsky\kaminfr01,.425,1.3,.497,.794,3.6,1.6,0.5,0.2,0.9,10.8
Enes Kanter\kanteen01,.592,0.0,.592,.848,11.0,1.5,0.5,0.5,1.7,14.1
Luke Kennard\kennalu01,.434,1.0,.519,.873,2.2,1.6,0.6,0.2,0.9,7.1
Michael Kidd-Gilchrist\kiddgmi01,.504,0.0,.504,.679,4.1,1.0,0.7,0.4,0.7,9.3
Sean Kilpatrick\kilpase01,.346,0.7,.418,.914,1.6,0.8,0.2,0.1,0.6,5.3
Sean Kilpatrick\kilpase01,.291,0.7,.355,.947,2.2,0.9,0.1,0.1,1.0,4.9
Sean Kilpatrick\kilpase01,.378,0.6,.457,.947,1.1,0.7,0.2,0.0,0.4,4.0
Sean Kilpatrick\kilpase01,.389,0.8,.472,1.000,0.5,0.8,0.0,0.0,0.3,4.8
Sean Kilpatrick\kilpase01,.368,1.6,.439,.833,2.6,1.4,0.4,0.4,1.0,13.0
Maxi Kleber\klebima01,.470,0.5,.530,.746,3.1,0.7,0.4,0.6,0.4,5.1
Furkan Korkmaz\korkmfu01,.333,0.4,.438,.500,0.9,0.3,0.2,0.1,0.2,1.9
Luke Kornet\kornelu01,.333,1.1,.428,.750,3.1,1.2,0.3,0.7,0.3,5.0
Kyle Korver\korveky01,.457,2.3,.628,.886,2.2,1.2,0.4,0.4,0.7,9.3
Kosta Koufos\koufoko01,.571,0.0,.571,.446,6.6,1.2,0.7,0.5,0.7,6.7
Kyle Kuzma\kuzmaky01,.451,2.1,.528,.706,6.3,1.9,0.6,0.4,1.8,16.1
Mindaugas Kuzminskas\kuzmimi01,.000,0.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0
Skal Labissiere\labissk01,.448,0.3,.467,.805,4.8,1.2,0.4,0.8,1.2,8.7
Jeremy Lamb\lambje01,.454,1.2,.510,.859,4.1,2.3,0.8,0.4,1.2,13.0
Shane Larkin\larkish01,.392,0.6,.466,.909,1.5,1.5,0.5,0.0,0.6,4.2
Joffrey Lauvergne\lauvejo01,.522,0.0,.522,.644,3.3,0.7,0.2,0.1,0.6,4.3
Zach LaVine\lavinza01,.383,1.8,.442,.813,3.9,3.0,1.0,0.2,1.8,16.7
Jake Layman\laymaja01,.273,0.1,.318,.667,0.4,0.3,0.2,0.1,0.2,0.9
T.J. Leaf\leaftj01,.471,0.4,.545,.667,1.5,0.2,0.1,0.1,0.2,2.8
Courtney Lee\leeco01,.450,1.5,.523,.919,2.9,2.4,1.1,0.2,1.1,11.9
Damion Lee\leeda03,.396,1.0,.448,.792,4.5,2.1,1.5,0.1,0.7,10.4
Walt Lemon Jr.\lemonwa01,.438,0.2,.469,.667,0.4,1.0,0.0,0.2,0.8,3.4
Alex Len\lenal01,.566,0.0,.568,.689,7.6,1.1,0.4,0.9,1.1,8.3
Kawhi Leonard\leonaka01,.468,1.2,.518,.816,4.7,2.3,2.0,1.0,1.8,16.2
Meyers Leonard\leoname01,.583,0.3,.646,.800,2.1,0.5,0.2,0.0,0.3,3.4
Jon Leuer\leuerjo01,.417,0.0,.417,.867,4.0,0.6,0.1,0.4,0.9,5.4
Caris LeVert\leverca01,.434,1.2,.491,.709,3.7,4.2,1.1,0.3,2.1,12.1
DeAndre Liggins\liggide01,.396,0.4,.490,.400,1.4,0.8,0.7,0.3,0.4,1.9
DeAndre Liggins\liggide01,.338,0.4,.423,.400,1.6,0.9,0.9,0.3,0.4,1.8
DeAndre Liggins\liggide01,.500,0.3,.611,,1.1,0.8,0.4,0.2,0.3,1.9
Damian Lillard\lillada01,.438,3.1,.517,.921,4.5,6.6,1.1,0.4,2.8,26.7
Jeremy Lin\linje01,.417,1.0,.458,1.000,0.0,4.0,0.0,0.0,3.0,18.0
Shaun Livingston\livinsh01,.509,0.0,.509,.807,1.8,1.9,0.5,0.3,0.8,5.5
Kevon Looney\looneke01,.569,0.0,.572,.553,3.1,0.6,0.5,0.8,0.5,3.8
Brook Lopez\lopezbr01,.468,1.5,.539,.685,4.0,1.8,0.4,1.4,1.3,13.2
Robin Lopez\lopezro01,.530,0.1,.533,.756,4.5,1.9,0.2,0.8,1.7,11.8
Kevin Love\loveke01,.455,2.2,.545,.882,9.4,1.7,0.7,0.4,1.5,17.5
Kyle Lowry\lowryky01,.428,3.1,.554,.857,5.6,6.8,1.1,0.2,2.3,16.4
Timothe Luwawu-Cabarrot\luwawti01,.375,1.0,.474,.793,1.4,1.0,0.2,0.1,0.7,5.8
Tyler Lydon\lydonty01,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles\lylestr01,.490,1.2,.565,.697,4.9,1.3,0.4,0.5,0.9,10.2
Shelvin Mack\macksh01,.433,0.7,.491,.739,2.4,3.8,0.8,0.1,1.3,6.8
Josh Magette\magetjo01,.310,0.4,.393,1.000,1.1,3.2,0.4,0.0,0.5,2.4
Ian Mahinmi\mahinia01,.570,0.0,.570,.710,4.0,0.7,0.5,0.5,1.3,4.8
Thon Maker\makerth01,.417,0.4,.466,.689,3.1,0.6,0.5,0.7,0.6,4.9
Boban Marjanovic\marjabo01,.524,0.0,.524,.818,3.2,0.6,0.3,0.3,0.9,5.5
Boban Marjanovic\marjabo01,.519,0.0,.519,.800,3.0,0.7,0.2,0.3,1.2,6.2
Boban Marjanovic\marjabo01,.533,0.0,.533,.844,3.5,0.4,0.3,0.3,0.5,4.7
Lauri Markkanen\markkla01,.433,2.1,.516,.852,7.5,1.1,0.5,0.6,1.2,15.1
Jarell Martin\martija01,.441,0.4,.474,.772,4.3,1.0,0.5,0.7,1.2,7.6
Frank Mason\masonfr01,.379,0.6,.419,.823,2.5,2.9,0.7,0.2,1.2,8.0
Mangok Mathiang\mathima01,.571,0.0,.571,.000,2.5,0.0,0.3,0.0,0.0,2.0
Wesley Matthews\matthwe02,.406,2.4,.516,.822,3.1,2.7,1.2,0.3,1.3,12.7
Luc Mbah a Moute\mbahalu01,.488,1.0,.578,.697,3.1,0.9,1.1,0.4,1.2,7.6
James Michael McAdoo\mcadoja01,.286,0.7,.429,1.000,0.7,0.0,0.0,0.3,0.3,2.7
Patrick McCaw\mccawpa01,.409,0.3,.451,.765,1.4,1.4,0.8,0.2,0.7,4.0
C.J. McCollum\mccolcj01,.449,2.4,.513,.838,3.9,3.4,1.0,0.4,1.8,21.6
T.J. McConnell\mccontj01,.501,0.4,.532,.795,3.0,4.1,1.2,0.2,1.6,6.5
Erik McCree\mccreer01,.000,0.0,.000,,0.3,0.0,0.3,0.0,0.3,0.0
Chris McCullough\mcculch01,.429,0.1,.440,.643,1.3,0.2,0.0,0.3,0.1,2.4
Doug McDermott\mcderdo01,.469,1.1,.561,.797,2.5,1.0,0.2,0.2,0.7,7.8
Doug McDermott\mcderdo01,.460,1.0,.541,.755,2.4,0.9,0.2,0.2,0.6,7.2
Doug McDermott\mcderdo01,.487,1.6,.601,.885,2.7,1.2,0.4,0.1,0.9,9.3
JaVale McGee\mcgeeja01,.612,0.0,.612,.750,2.5,0.5,0.3,0.9,0.4,4.6
Rodney McGruder\mcgruro01,.483,0.8,.578,.500,1.8,0.8,0.5,0.1,0.2,4.9
Trey McKinney-Jones\mckintr01,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
Alfonzo McKinnie\mckinal01,.538,0.2,.654,.667,0.5,0.1,0.1,0.1,0.2,1.5
Ben McLemore\mclembe01,.418,0.9,.492,.824,2.4,0.9,0.7,0.3,1.1,7.1
Josh McRoberts\mcrobjo01,.000,0.0,.000,,0.0,0.0,0.0,0.0,0.0,0.0
Jodie Meeks\meeksjo01,.398,0.9,.485,.876,1.7,0.9,0.4,0.1,0.5,6.3
Salah Mejri\mejrisa01,.642,0.0,.642,.576,4.1,0.6,0.4,1.1,0.6,3.6
Jordan Mickey\mickejo01,.474,0.0,.481,.667,3.6,0.4,0.3,0.5,0.8,4.0
Khris Middleton\middlkh01,.468,1.8,.527,.877,5.3,4.0,1.5,0.2,2.3,20.2
C.J. Miles\milescj01,.386,2.4,.527,.837,2.2,0.7,0.6,0.3,0.6,10.1
Darius Miller\milleda01,.445,1.8,.601,.869,2.0,1.4,0.3,0.2,0.7,7.8
Malcolm Miller\millema01,.464,0.5,.607,1.000,1.0,0.2,0.1,0.1,0.3,2.5
Patty Mills\millspa02,.413,1.9,.527,.897,1.9,2.8,0.7,0.1,1.3,9.9
Paul Millsap\millspa01,.480,1.1,.527,.702,6.5,2.8,1.1,1.2,2.0,15.1
Nikola Mirotic\mirotni01,.430,2.3,.527,.802,6.9,1.5,0.8,0.7,1.1,14.6
Nikola Mirotic\mirotni01,.474,2.8,.588,.823,6.4,1.6,0.6,0.5,1.2,16.8
Nikola Mirotic\mirotni01,.386,1.8,.464,.766,7.4,1.4,0.9,0.9,1.0,12.4
Donovan Mitchell\mitchdo01,.437,2.4,.507,.808,3.6,3.6,1.5,0.3,2.7,20.4
Naz Mitrou-Long\mitrona01,1.000,1.0,1.500,,0.0,0.0,0.0,0.0,0.0,3.0
Malik Monk\monkma01,.347,1.2,.443,.778,1.1,1.3,0.3,0.1,0.8,5.9
Greg Monroe\monrogr01,.552,0.0,.552,.714,6.8,2.0,0.8,0.4,1.8,9.8
Greg Monroe\monrogr01,.485,0.0,.485,.500,5.0,1.0,0.0,0.0,1.2,6.8
Greg Monroe\monrogr01,.626,0.0,.626,.674,8.0,2.5,0.8,0.3,2.0,11.3
Greg Monroe\monrogr01,.494,0.0,.494,.771,6.1,1.7,1.0,0.7,1.9,9.2
Luis Montero\montelu01,.000,0.0,.000,,1.0,0.0,0.0,0.0,1.0,0.0
Ben Moore\moorebe01,,0.0,,,0.5,0.5,0.0,0.0,0.0,0.0
E'Twaun Moore\mooreet01,.499,1.5,.574,.677,3.0,2.2,0.9,0.1,1.3,12.2
Eric Moreland\moreler01,.520,0.0,.520,.385,4.0,1.1,0.4,0.7,0.6,1.8
Jaylen Morris\morrija01,.419,0.3,.452,,2.7,1.2,0.3,0.2,1.0,4.7
Marcus Morris\morrima03,.430,1.7,.503,.811,5.5,1.3,0.6,0.2,1.1,13.6
Markieff Morris\morrima02,.488,1.0,.544,.828,5.7,1.9,0.8,0.6,1.8,11.5
Monte Morris\morrimo01,.667,0.0,.667,1.000,0.7,2.3,1.0,0.0,0.3,3.3
Johnathan Motley\motlejo01,.600,0.0,.600,.412,2.6,0.3,0.0,0.3,0.4,4.4
Timofey Mozgov\mozgoti01,.529,0.1,.553,.760,3.1,0.3,0.2,0.4,1.1,4.0
Emmanuel Mudiay\mudiaem01,.389,0.7,.434,.760,2.4,3.3,0.7,0.2,1.8,8.8
Emmanuel Mudiay\mudiaem01,.401,0.9,.460,.808,2.2,2.9,0.5,0.1,1.7,8.5
Emmanuel Mudiay\mudiaem01,.371,0.4,.394,.686,2.7,4.0,1.0,0.3,1.9,9.2
Shabazz Muhammad\muhamsh01,.447,0.1,.465,.744,1.6,0.3,0.2,0.1,0.1,4.6
Shabazz Muhammad\muhamsh01,.388,0.1,.405,.710,1.4,0.2,0.2,0.1,0.2,3.8
Shabazz Muhammad\muhamsh01,.592,0.2,.612,.875,2.3,0.8,0.4,0.1,0.1,7.4
Xavier Munford\munfoxa02,.167,0.0,.167,.500,0.2,0.7,0.2,0.0,0.3,0.5
Dejounte Murray\murrade01,.442,0.1,.450,.700,5.6,2.8,1.2,0.4,1.6,7.8
Jamal Murray\murraja01,.449,2.1,.528,.912,3.7,3.4,1.0,0.3,2.2,16.6
Mike Muscala\muscami01,.472,1.2,.574,.915,4.3,0.9,0.6,0.5,0.8,7.8
Abdel Nader\naderab01,.349,0.5,.438,.629,1.4,0.5,0.3,0.2,0.7,3.1
Larry Nance\nancela02,.590,0.0,.593,.662,6.9,1.3,1.4,0.6,0.8,8.9
Larry Nance\nancela02,.601,0.0,.603,.632,6.8,1.4,1.4,0.5,1.0,8.6
Larry Nance\nancela02,.571,0.1,.575,.717,7.3,1.2,1.4,0.8,0.5,9.7
Shabazz Napier\napiesh01,.427,1.1,.506,.835,2.2,2.1,1.1,0.2,1.3,8.8
Jameer Nelson\nelsoja01,.389,0.8,.473,.800,2.1,3.6,0.5,0.1,1.3,4.9
Jameer Nelson\nelsoja01,.410,0.9,.507,.765,2.2,3.6,0.5,0.1,1.3,5.1
Jameer Nelson\nelsoja01,.282,0.1,.295,1.000,1.1,3.3,0.6,0.1,1.6,3.7
Raul Neto\netora01,.456,0.5,.520,.788,1.2,1.8,0.3,0.1,0.8,4.6
Georges Niang\niangge01,.375,0.0,.375,.500,0.7,0.4,0.3,0.0,0.3,1.0
Joakim Noah\noahjo01,.500,0.0,.500,.500,2.0,0.6,0.3,0.3,0.6,1.7
Nerlens Noel\noelne01,.524,0.0,.524,.750,5.6,0.7,1.0,0.7,0.9,4.4
Lucas Nogueira\noguelu01,.603,0.1,.637,.679,1.8,0.5,0.5,0.9,0.3,2.4
Dirk Nowitzki\nowitdi01,.456,1.8,.547,.898,5.7,1.6,0.6,0.6,0.7,12.0
Frank Ntilikina\ntilila01,.355,0.6,.403,.721,2.2,3.1,0.8,0.2,1.7,5.6
Jusuf Nurkic\nurkiju01,.503,0.0,.503,.645,8.8,1.8,0.8,1.4,2.3,14.3
David Nwaba\nwabada01,.497,0.2,.519,.652,4.6,1.5,0.8,0.4,1.0,7.8
Johnny O'Bryant\obryajo01,.398,0.4,.439,.840,2.6,0.4,0.3,0.2,0.4,4.8
Royce O'Neale\onealro01,.405,0.6,.473,.814,3.3,1.4,0.6,0.2,0.8,4.7
Kyle O'Quinn\oquinky01,.585,0.0,.586,.767,5.9,2.0,0.5,1.2,1.3,6.9
Semi Ojeleye\ojelese01,.321,0.5,.426,.590,2.1,0.3,0.3,0.0,0.3,2.4
Emeka Okafor\okafoem01,.495,0.0,.495,.810,4.9,0.3,0.3,1.1,0.5,4.7
Jahlil Okafor\okafoja01,.558,0.0,.562,.724,3.0,0.4,0.1,0.6,0.8,6.3
Jahlil Okafor\okafoja01,.444,0.0,.444,.500,4.5,0.5,0.0,1.0,1.5,5.0
Jahlil Okafor\okafoja01,.566,0.0,.570,.760,2.9,0.4,0.1,0.6,0.7,6.4
Victor Oladipo\oladivi01,.474,2.1,.533,.808,5.3,4.3,2.3,0.8,2.9,23.4
Kelly Olynyk\olynyke01,.500,1.4,.581,.759,5.6,2.7,0.8,0.5,1.9,11.5
Cedi Osman\osmande01,.513,0.5,.601,.571,1.8,0.5,0.3,0.1,0.5,3.6
Kelly Oubre\oubreke01,.408,1.5,.487,.821,4.5,1.2,0.9,0.4,1.1,11.9
Zaza Pachulia\pachuza01,.562,0.0,.562,.805,4.7,1.6,0.6,0.2,1.1,5.5
Marcus Paige\paigema01,.375,0.5,.438,1.000,1.5,1.0,0.0,0.0,0.0,4.5
Georgios Papagiannis\papagge01,.415,0.0,.415,,2.3,0.6,0.1,0.4,0.5,2.1
Jabari Parker\parkeja01,.489,1.0,.537,.750,4.3,1.9,0.7,0.4,1.2,11.9
Tony Parker\parketo01,.464,0.2,.477,.703,1.8,3.7,0.5,0.0,1.2,8.0
Chandler Parsons\parsoch01,.462,1.4,.571,.630,2.5,1.9,0.5,0.3,1.0,7.9
Patrick Patterson\pattepa01,.392,0.8,.513,.860,2.4,0.7,0.6,0.3,0.4,3.8
Justin Patton\pattoju01,.500,0.0,.500,,0.0,0.0,1.0,0.0,0.0,2.0
Brandon Paul\paulbr01,.421,0.2,.479,.512,1.1,0.6,0.4,0.1,0.5,2.2
Chris Paul\paulch01,.455,2.5,.545,.917,5.5,7.9,1.7,0.3,2.2,18.5
Adreian Payne\paynead01,.700,0.4,.800,.833,1.8,0.0,0.4,0.0,0.4,4.2
Cameron Payne\payneca01,.407,1.2,.480,.786,2.7,4.2,1.0,0.4,1.3,8.6
Elfrid Payton\paytoel01,.493,0.5,.516,.649,4.3,6.2,1.3,0.3,2.7,12.7
Elfrid Payton\paytoel01,.520,0.6,.547,.632,4.0,6.3,1.5,0.4,2.6,13.0
Elfrid Payton\paytoel01,.435,0.3,.447,.685,5.3,6.2,1.0,0.3,2.8,11.8
Gary Payton\paytoga02,.383,0.1,.404,.667,1.2,0.7,0.2,0.2,0.2,2.1
Gary Payton\paytoga02,.394,0.2,.424,.667,1.4,0.8,0.3,0.1,0.3,2.5
Gary Payton\paytoga02,.357,0.0,.357,,0.9,0.6,0.0,0.3,0.0,1.4
London Perrantes\perralo01,.167,0.0,.167,.333,0.2,0.4,0.0,0.0,0.1,0.2
Alec Peters\peteral01,.271,0.5,.354,.667,1.5,0.6,0.1,0.1,0.1,2.2
Marshall Plumlee\plumlma02,.333,0.0,.333,.750,2.1,0.3,0.0,0.1,0.4,1.8
Mason Plumlee\plumlma01,.597,0.0,.597,.450,5.4,2.0,0.7,1.1,1.4,7.1
Miles Plumlee\plumlmi01,.589,0.0,.589,.426,4.2,0.8,0.3,0.6,1.2,4.5
Jakob Poeltl\poeltja01,.639,0.0,.641,.594,4.7,0.7,0.4,1.3,1.0,6.6
Quincy Pondexter\pondequ01,.286,0.1,.316,.824,1.2,0.4,0.3,0.1,0.5,2.0
Otto Porter\porteot01,.501,1.8,.580,.831,6.4,2.0,1.5,0.5,0.9,14.8
Bobby Portis\portibo01,.467,1.1,.518,.778,6.8,1.7,0.7,0.3,1.3,13.3
Kristaps Porzingis\porzikr01,.439,1.9,.489,.793,6.6,1.2,0.8,2.4,1.9,22.7
Dwight Powell\poweldw01,.602,0.3,.632,.718,5.6,1.1,0.8,0.4,0.8,8.4
Norman Powell\powelno01,.409,0.8,.480,.821,1.6,1.3,0.5,0.2,1.0,5.7
Alex Poythress\poythal01,.440,0.2,.520,,0.7,0.1,0.1,0.0,0.1,1.1
Jacob Pullen\pulleja01,.500,0.0,.500,,0.0,0.0,0.0,0.0,0.3,0.7
Rodney Purvis\purviro01,.333,0.8,.408,.889,1.1,0.8,0.3,0.2,0.7,5.2
Zhou Qi\qizh01,.185,0.1,.222,.700,1.1,0.1,0.1,0.4,0.4,1.2
Tim Quarterman\quartti01,.500,0.0,.500,,1.0,0.5,0.0,0.0,0.0,1.0
Ivan Rabb\rabbiv01,.581,0.0,.581,.773,3.7,0.7,0.3,0.2,0.9,4.5
Julius Randle\randlju01,.561,0.1,.567,.704,8.0,2.5,0.5,0.6,2.6,16.2
Zach Randolph\randoza01,.473,0.9,.507,.785,6.7,2.2,0.7,0.2,2.0,14.5
Xavier Rathan-Mayes\rathaxa01,.286,0.2,.298,.444,1.0,3.6,1.2,0.6,2.2,5.8
J.J. Redick\redicjj01,.453,2.7,.561,.906,2.5,2.9,0.5,0.1,1.5,16.7
Davon Reed\reedda01,.288,0.5,.364,.600,1.8,0.5,0.6,0.1,0.4,2.7
Willie Reed\reedwi02,.669,0.0,.674,.582,2.9,0.2,0.2,0.5,0.5,4.6
Willie Reed\reedwi02,.667,0.0,.671,.582,3.1,0.2,0.2,0.6,0.5,4.9
Willie Reed\reedwi02,1.000,0.0,1.000,,0.3,0.3,0.0,0.0,0.0,0.7
Josh Richardson\richajo01,.452,1.6,.525,.842,3.5,2.8,1.5,0.9,1.8,13.0
Malachi Richardson\richama01,.333,0.5,.400,.773,1.3,0.5,0.4,0.0,0.4,3.4
Malachi Richardson\richama01,.330,0.5,.398,.773,1.3,0.5,0.4,0.0,0.4,3.5
Malachi Richardson\richama01,.500,0.0,.500,,1.0,0.0,0.0,0.0,0.0,2.0
Austin Rivers\riverau01,.428,2.3,.514,.644,2.4,3.9,1.2,0.3,1.8,15.3
Andre Roberson\roberan03,.537,0.2,.562,.316,4.7,1.2,1.2,0.9,0.8,5.0
Glenn Robinson\robingl02,.373,0.3,.415,.857,1.4,0.7,0.6,0.1,0.1,2.9
Rajon Rondo\rondora01,.465,0.8,.515,.581,4.0,7.9,1.0,0.2,2.3,8.2
Derrick Rose\rosede01,.442,0.3,.461,.864,1.6,1.6,0.2,0.2,1.5,9.0
Derrick Rose\rosede01,.439,0.4,.462,.854,1.8,1.6,0.2,0.3,1.8,9.8
Derrick Rose\rosede01,.455,0.0,.455,1.000,0.8,1.6,0.4,0.0,0.8,6.6
Terrence Ross\rosste01,.407,1.3,.486,.743,3.2,1.6,1.2,0.4,1.1,9.0
Terry Rozier\roziete01,.402,2.0,.499,.772,4.6,2.8,1.0,0.2,0.9,11.5
Ricky Rubio\rubiori01,.414,1.3,.472,.861,4.6,5.4,1.6,0.2,2.8,13.2
D'Angelo Russell\russeda01,.409,1.8,.474,.750,4.0,5.1,0.8,0.4,2.9,15.4
Domantas Sabonis\sabondo01,.519,0.2,.529,.739,7.7,2.0,0.5,0.4,1.9,11.4
JaKarr Sampson\sampsja02,.517,0.3,.558,.615,3.2,0.5,0.4,1.0,0.4,3.9
Dario Saric\saricda01,.455,2.1,.545,.868,6.9,2.6,0.7,0.3,2.0,14.9
Tomas Satoransky\satorto01,.524,0.6,.586,.781,3.1,3.9,0.7,0.2,1.1,7.1
Dennis Schroder\schrode01,.436,1.1,.469,.849,3.1,6.2,1.1,0.1,2.7,19.4
Mike Scott\scottmi01,.533,0.9,.598,.676,3.2,1.0,0.3,0.1,1.1,8.7
Thabo Sefolosha\sefolth01,.492,0.8,.558,.815,4.2,0.9,1.4,0.3,0.8,8.2
Wayne Selden\seldewa01,.431,1.4,.522,.746,1.6,1.9,0.5,0.1,1.5,9.3
Ramon Sessions\sessira01,.353,0.3,.388,.768,1.4,2.8,0.5,0.1,1.1,4.9
Ramon Sessions\sessira01,.321,0.2,.340,.800,1.4,2.1,0.5,0.1,1.2,3.7
Ramon Sessions\sessira01,.381,0.4,.429,.756,1.4,3.4,0.5,0.1,1.1,6.1
Iman Shumpert\shumpim01,.379,0.5,.440,.733,2.9,1.2,0.6,0.3,1.1,4.4
Pascal Siakam\siakapa01,.512,0.4,.540,.646,4.5,1.9,0.8,0.5,0.8,7.4
